tract20_id,district_id,district_name
42101010300,4210160111,West
42101010400,4210160111,West
42101010500,4210160111,West
42101010600,4210160111,West
42101010700,4210160111,West
42101010800,4210160111,West
42101010900,4210160111,West
42101011200,4210160111,West
42101011300,4210160111,West
42101011400,4210160111,West
42101011500,4210160111,West
42101002000,4210160112,South
42101002100,4210160112,South
42101002200,4210160112,South
42101002300,4210160112,South
42101002400,4210160112,South
42101002500,4210160112,South
42101002701,4210160112,South
42101002702,4210160112,South
42101002801,4210160112,South
42101002802,4210160112,South
42101002900,4210160112,South
42101003001,4210160112,South
42101003002,4210160112,South
42101003100,4210160112,South
42101003200,4210160112,South
42101003300,4210160112,South
42101003600,4210160112,South
42101003701,4210160112,South
42101003702,4210160112,South
42101003800,4210160112,South
42101003901,4210160112,South
42101003902,4210160112,South
42101004001,4210160112,South
42101004002,4210160112,South
42101004101,4210160112,South
42101004103,4210160112,South
42101004104,4210160112,South
42101004201,4210160112,South
42101004202,4210160112,South
42101037200,4210160112,South
42101980702,4210160112,South
42101034400,4210160113,Upper Far Northeast
42101034501,4210160113,Upper Far Northeast
42101034502,4210160113,Upper Far Northeast
42101035500,4210160113,Upper Far Northeast
42101035601,4210160113,Upper Far Northeast
42101035602,4210160113,Upper Far Northeast
42101035701,4210160113,Upper Far Northeast
42101035702,4210160113,Upper Far Northeast
42101035800,4210160113,Upper Far Northeast
42101035900,4210160113,Upper Far Northeast
42101036000,4210160113,Upper Far Northeast
42101036400,4210160113,Upper Far Northeast
42101036501,4210160113,Upper Far Northeast
42101036502,4210160113,Upper Far Northeast
42101029100,4210160114,Lower Northeast
42101029200,4210160114,Lower Northeast
42101029300,4210160114,Lower Northeast
42101029400,4210160114,Lower Northeast
42101029800,4210160114,Lower Northeast
42101029900,4210160114,Lower Northeast
42101030000,4210160114,Lower Northeast
42101030100,4210160114,Lower Northeast
42101030200,4210160114,Lower Northeast
42101030501,4210160114,Lower Northeast
42101030502,4210160114,Lower Northeast
42101030600,4210160114,Lower Northeast
42101030900,4210160114,Lower Northeast
42101031101,4210160114,Lower Northeast
42101031102,4210160114,Lower Northeast
42101031200,4210160114,Lower Northeast
42101031300,4210160114,Lower Northeast
42101031800,4210160114,Lower Northeast
42101039001,4210160114,Lower Northeast
42101039002,4210160114,Lower Northeast
42101025800,4210160115,Upper North
42101025900,4210160115,Upper North
42101026000,4210160115,Upper North
42101026100,4210160115,Upper North
42101026200,4210160115,Upper North
42101026301,4210160115,Upper North
42101026302,4210160115,Upper North
42101026400,4210160115,Upper North
42101026500,4210160115,Upper North
42101026600,4210160115,Upper North
42101026700,4210160115,Upper North
42101026800,4210160115,Upper North
42101026900,4210160115,Upper North
42101027000,4210160115,Upper North
42101027100,4210160115,Upper North
42101027200,4210160115,Upper North
42101027300,4210160115,Upper North
42101027401,4210160115,Upper North
42101027402,4210160115,Upper North
42101027500,4210160115,Upper North
42101027600,4210160115,Upper North
42101027700,4210160115,Upper North
42101027800,4210160115,Upper North
42101027901,4210160115,Upper North
42101027902,4210160115,Upper North
42101028000,4210160115,Upper North
42101028100,4210160115,Upper North
42101028200,4210160115,Upper North
42101028300,4210160115,Upper North
42101028400,4210160115,Upper North
42101028500,4210160115,Upper North
42101028600,4210160115,Upper North
42101029000,4210160115,Upper North
42101034600,4210160116,Lower Far Northeast
42101034701,4210160116,Lower Far Northeast
42101034702,4210160116,Lower Far Northeast
42101034801,4210160116,Lower Far Northeast
42101034802,4210160116,Lower Far Northeast
42101034803,4210160116,Lower Far Northeast
42101035301,4210160116,Lower Far Northeast
42101035302,4210160116,Lower Far Northeast
42101036100,4210160116,Lower Far Northeast
42101036201,4210160116,Lower Far Northeast
42101036202,4210160116,Lower Far Northeast
42101036203,4210160116,Lower Far Northeast
42101036301,4210160116,Lower Far Northeast
42101036302,4210160116,Lower Far Northeast
42101036303,4210160116,Lower Far Northeast
42101980300,4210160116,Lower Far Northeast
42101023100,4210160117,Upper Northwest
42101023500,4210160117,Upper Northwest
42101023600,4210160117,Upper Northwest
42101023700,4210160117,Upper Northwest
42101023800,4210160117,Upper Northwest
42101023900,4210160117,Upper Northwest
42101024000,4210160117,Upper Northwest
42101024100,4210160117,Upper Northwest
42101024200,4210160117,Upper Northwest
42101024300,4210160117,Upper Northwest
42101024400,4210160117,Upper Northwest
42101024500,4210160117,Upper Northwest
42101024600,4210160117,Upper Northwest
42101024700,4210160117,Upper Northwest
42101024800,4210160117,Upper Northwest
42101024900,4210160117,Upper Northwest
42101025200,4210160117,Upper Northwest
42101025300,4210160117,Upper Northwest
42101025400,4210160117,Upper Northwest
42101025500,4210160117,Upper Northwest
42101025600,4210160117,Upper Northwest
42101025700,4210160117,Upper Northwest
42101038500,4210160117,Upper Northwest
42101038600,4210160117,Upper Northwest
42101038700,4210160117,Upper Northwest
42101038800,4210160117,Upper Northwest
42101038900,4210160117,Upper Northwest
42101030700,4210160118,Central Northeast
42101030800,4210160118,Central Northeast
42101031000,4210160118,Central Northeast
42101031401,4210160118,Central Northeast
42101031402,4210160118,Central Northeast
42101033300,4210160118,Central Northeast
42101033400,4210160118,Central Northeast
42101033500,4210160118,Central Northeast
42101033600,4210160118,Central Northeast
42101033701,4210160118,Central Northeast
42101033702,4210160118,Central Northeast
42101033800,4210160118,Central Northeast
42101033900,4210160118,Central Northeast
42101034000,4210160118,Central Northeast
42101034100,4210160118,Central Northeast
42101034200,4210160118,Central Northeast
42101980200,4210160118,Central Northeast
